stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
250_1,this person,,Stole,Stole,694,40.006,17,15,27,17,13,19,16,27,16,30,16,20,28,16,19,24,18,22,19,20,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,61430,27.669,14,21,18,13,15,16,13,15,17,34,18,34,12,20,39,11,28,40,28,29,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,5378,34.879,14,14,24,16,11,16,11,14,14,30,15,21,13,19,29,14,19,33,23,30,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,12121,28.727,11,26,13,21,9,21,13,18,19,27,14,15,16,11,28,12,13,16,15,9,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,1582,28.829,19,20,25,11,10,13,14,11,13,19,15,24,13,13,25,16,29,31,30,33,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,85.378,24,0,0,0,0,0,0,0,0,24,0,24,0,24,0,0,48,24,24,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,27293,58.954,0,48,24,48,48,48,48,48,0,0,48,0,48,0,0,48,0,0,24,24,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,124,74.658,0,34,0,0,0,0,41,11,0,0,0,0,11,0,0,41,11,0,0,11,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,1582,49.823,24,0,0,0,0,0,0,0,0,41,0,48,0,41,48,0,48,48,48,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,12121,56.915,0,0,24,0,0,0,0,41,0,24,0,0,0,23,0,8,41,0,48,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,138238,67.99,0,48,24,48,48,48,48,8,24,0,24,0,0,0,24,24,0,0,48,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,61430,35.14,24,0,0,0,0,0,0,0,0,48,0,48,0,48,48,0,48,48,48,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,5378,62.06,24,24,0,25,0,41,41,0,7,0,8,0,0,24,48,7,24,0,24,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,694,50.634,24,24,0,0,0,24,8,0,0,0,0,0,0,0,0,24,24,0,24,0,female,90f484ff41435c626c492a31a105af897ca3d2334c48107e3a290732,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,44.485,46,0,0,0,0,0,1,0,0,46,0,0,0,46,46,1,36,0,0,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,27293,40.543,1,43,35,45,47,46,48,40,35,0,39,1,5,1,1,34,1,0,40,1,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,694,35.811,0,42,35,38,45,42,37,36,35,0,35,0,11,1,0,39,0,0,0,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,5378,43.267,0,23,17,13,28,31,13,9,22,0,5,0,38,0,0,26,0,0,23,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,1582,36.474,44,0,0,0,0,0,0,0,0,44,0,7,5,40,46,0,44,0,20,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,61430,37.642,45,0,0,0,0,0,0,1,0,44,0,21,0,43,43,0,45,0,26,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,138238,34.441,0,23,22,14,37,35,6,30,24,0,15,0,29,0,0,29,0,0,25,12,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,12121,41.017,44,0,0,0,0,2,0,0,0,43,0,44,4,42,40,3,44,42,24,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,124,30.242,30,0,0,0,0,0,0,0,0,28,0,30,0,31,14,0,0,29,10,0,female,45983acd57c387cc7233cc368dd4271f42ac5438cb3c966e1c7113e6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,84.362,32,0,0,24,0,0,0,0,0,25,0,0,0,17,48,0,20,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,694,54.523,0,0,21,26,0,0,0,24,24,12,0,0,0,0,34,0,0,25,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,1582,59.938,0,37,0,25,0,48,48,23,34,18,12,0,0,0,32,30,0,0,20,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,12121,46.434,22,18,0,34,0,18,0,0,0,20,0,0,0,0,35,0,0,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,5378,43.22,19,0,0,34,0,0,0,0,0,0,0,0,0,0,48,0,18,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,138238,44.135,30,0,0,48,0,0,0,0,0,17,0,0,0,16,48,0,23,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,27293,47.207,0,0,17,0,0,0,0,0,0,26,0,25,0,0,39,0,34,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,124,42.053,0,22,0,24,0,0,0,0,19,21,0,0,0,0,35,0,0,0,0,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,61430,46.045,0,0,16,23,0,0,0,0,0,23,0,0,0,0,23,0,0,0,27,0,female,96d6f743f5ceb1a514fc72a2b2ef43ced9d4acec1a3f536633b883d7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,74.19,27,8,1,34,1,23,9,25,2,34,0,29,35,48,38,1,32,10,14,10,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,1582,55.895,29,31,1,2,1,0,1,15,1,41,1,33,28,39,34,27,37,0,30,14,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,124,54.946,40,1,1,0,0,0,0,1,1,48,1,48,0,47,48,1,48,48,41,48,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,12121,54.772,45,0,0,0,0,0,0,0,0,48,0,48,0,48,48,0,0,48,48,48,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,27293,49.988,0,48,33,48,48,48,48,39,48,0,48,0,33,0,12,48,0,0,47,0,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,138238,64.297,29,40,7,7,0,29,24,7,0,27,7,24,0,7,33,0,30,33,0,0,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,5378,56.11,24,14,14,0,0,7,19,24,12,17,0,24,0,7,18,0,24,24,29,7,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,61430,61.869,34,7,0,0,7,24,31,28,0,48,0,21,10,48,33,7,24,24,34,24,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,694,57.936,0,48,36,0,48,48,48,34,29,12,48,0,24,0,7,48,0,0,48,0,male,e930614350350f7947eabe5fa7682f95fb12b15b1dbf25c1ae40a6fd,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,68.72,28,15,12,12,8,7,7,8,8,8,8,8,7,7,33,8,34,8,8,8,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Split,694,43.452,28,29,10,5,5,4,5,8,6,37,5,19,4,31,31,5,36,4,6,3,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Stole,61430,34.101,3,33,22,3,35,34,30,24,4,3,24,2,33,4,4,41,3,3,31,2,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Split,5378,27.81,21,15,4,1,3,5,2,4,1,29,2,28,3,29,31,11,32,1,31,1,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Stole,1582,27.739,3,35,25,6,37,40,35,29,1,2,41,2,24,2,2,39,3,3,24,2,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Stole,124,39.004,2,24,8,4,28,46,24,12,8,1,25,2,8,1,2,24,2,3,2,1,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Split,138238,38.973,9,1,1,1,1,2,8,1,1,32,1,24,2,31,23,2,36,6,25,1,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Stole,12121,27.499,3,45,16,3,37,42,44,25,36,2,32,1,21,2,3,41,2,4,24,3,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Split,27293,29.267,30,2,3,1,1,2,1,2,1,44,1,23,1,44,32,2,33,1,5,8,female,246003f71df90d0548a5227e7eb52269ce96e22ede0423482032ab15,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,31.876,11,7,31,34,37,35,35,19,36,32,28,29,29,31,33,10,42,37,36,29,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,12121,22.19,6,33,34,29,38,32,30,40,36,4,12,0,0,2,27,36,10,0,7,12,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,27293,24.636,13,24,11,28,9,27,8,43,27,29,32,12,37,14,17,14,35,9,33,21,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,1582,16.933,4,9,8,5,6,8,11,48,12,12,9,5,3,7,31,5,0,31,7,9,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,124,17.795,35,15,34,18,0,8,13,32,27,35,12,7,10,15,16,14,35,7,41,25,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,694,12.35,13,14,33,14,9,14,33,8,9,32,14,12,13,13,33,36,19,42,15,16,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,138238,19.719,12,8,8,8,5,8,7,8,8,11,29,30,16,14,11,11,14,8,6,8,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,5378,18.777,40,17,8,21,24,31,11,11,20,7,14,10,6,41,6,8,23,48,16,14,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,61430,17.898,6,38,6,8,43,38,8,36,10,15,27,3,4,5,19,9,14,7,11,6,male,dc3214cce667b7ea4337d04140ee0f18c6c26619c7da4dd4385b492d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,130.25,33,6,0,10,0,4,0,16,0,33,0,0,3,32,27,0,48,0,6,5,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,61430,84.301,34,2,0,0,0,0,0,3,0,48,0,4,8,48,48,5,48,18,14,6,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,694,62.21,0,48,25,48,48,48,48,48,41,0,31,0,41,0,0,48,0,5,35,5,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,124,96.025,24,6,5,12,19,19,0,12,26,30,2,33,22,26,19,12,24,24,36,3,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,12121,59.813,35,5,0,17,0,11,0,2,7,41,5,36,7,40,24,17,48,42,27,12,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,1582,67.545,36,2,0,12,0,0,0,0,0,17,0,0,0,33,40,1,32,0,10,0,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,5378,73.982,0,34,26,18,48,48,37,48,34,0,7,0,48,0,4,48,0,0,31,6,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,138238,75.083,2,48,32,17,43,48,31,38,26,0,7,0,48,0,0,45,0,4,28,16,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,27293,49.416,5,48,40,48,48,48,48,48,48,0,48,0,43,0,0,48,0,4,48,0,male,cc566aacd51811e7fdc224e6718e7d9024dec4cce37998a33b282c3d,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,119.22,13,2,5,44,2,3,1,4,2,14,1,10,1,12,9,2,9,12,2,1,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,1582,64.864,16,7,2,15,2,16,6,2,0,11,1,5,2,3,10,2,5,5,32,1,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,694,43.835,41,12,12,46,2,3,6,1,0,9,2,1,5,0,1,5,1,5,28,1,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,138238,46.962,22,2,2,44,2,6,2,1,3,14,2,1,1,9,10,2,6,6,23,2,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,12121,59.67,18,20,11,46,2,35,1,1,1,4,2,2,12,1,9,3,9,3,3,2,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,124,40.392,21,16,1,26,2,2,4,2,1,2,2,5,3,26,35,3,11,3,28,5,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,61430,41.744,15,15,6,20,1,5,5,2,5,6,1,6,3,2,17,6,5,2,6,5,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,27293,46.426,20,14,6,35,2,5,6,5,0,2,1,2,5,6,15,6,2,5,21,2,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,5378,45.863,17,27,3,43,2,6,5,6,7,9,1,1,11,1,11,2,5,2,1,6,female,dac5e582d7bb67b39bb39241576a7ee9fd38ea7d97e6df1e9608f581,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,85.103,38,5,1,15,1,0,9,18,13,45,5,30,0,39,39,14,34,8,5,0,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,61430,44.925,16,43,10,32,8,45,37,24,4,11,41,8,12,2,14,27,2,24,39,22,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,124,44.276,4,39,25,30,40,48,45,11,5,6,38,4,3,10,17,27,14,16,36,9,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,27293,56.078,47,11,0,11,6,6,4,4,25,37,9,9,0,45,41,0,16,3,8,3,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,5378,45.788,18,4,9,15,5,9,8,10,20,33,5,46,5,41,34,16,45,37,36,17,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,1582,49.439,12,16,8,39,25,48,20,31,2,10,25,4,27,2,14,37,9,5,30,9,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,138238,52.948,16,6,4,10,8,3,3,2,6,39,9,44,8,40,31,3,46,42,36,2,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,694,47.886,39,6,9,8,3,1,2,16,2,40,4,32,10,37,33,11,47,25,27,18,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,12121,55.954,2,35,12,36,32,48,43,14,14,8,27,3,3,9,20,18,10,0,45,5,,529f5168c13ae9a25ac8a77fead1019b0273e8cde3f0eaddc0a9ca1e,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,80.682,1,6,29,2,4,22,6,17,1,48,2,33,30,41,22,28,28,34,40,34,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,27293,32.043,0,48,37,43,48,38,48,36,31,0,36,0,19,0,0,43,4,3,35,2,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,12121,23.7,30,25,17,4,8,21,10,12,24,35,11,48,20,34,29,9,44,34,29,17,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,5378,28.61,21,31,21,31,22,46,31,29,26,6,19,10,42,0,11,40,14,33,30,32,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,1582,20.804,0,4,13,13,0,0,15,19,5,48,16,37,0,37,30,9,46,31,48,39,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,138238,25.364,11,31,36,29,19,39,12,30,14,17,26,26,31,4,5,28,26,18,41,17,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,694,23.844,0,37,29,41,48,39,39,23,40,0,30,0,33,2,15,38,17,0,38,0,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,124,20.1,4,28,26,29,20,32,31,20,10,0,8,4,27,14,12,36,6,12,24,5,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,61430,29.436,30,12,12,16,0,6,10,5,19,48,20,31,23,45,34,16,35,19,42,37,female,fab1bc7ed3871dfc906708a13ba0a77aacc8ffce42781e8a227968c5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,96.551,24,0,0,7,0,0,0,0,0,24,0,0,0,8,9,0,0,0,0,0,male,3ab0d463617ff67d1d7b9d5919829e7bfb57ea1c4d937817f5335341,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,1582,92.559,7,7,7,0,0,0,0,0,0,7,0,24,0,24,7,0,24,24,8,24,male,3ab0d463617ff67d1d7b9d5919829e7bfb57ea1c4d937817f5335341,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,124,74.496,24,0,0,0,0,0,0,8,0,5,0,7,0,17,0,0,7,6,7,0,male,3ab0d463617ff67d1d7b9d5919829e7bfb57ea1c4d937817f5335341,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,61430,75.681,24,0,0,0,0,0,0,0,0,35,0,41,0,41,35,0,48,41,24,24,male,3ab0d463617ff67d1d7b9d5919829e7bfb57ea1c4d937817f5335341,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
